,state,lga_name,locality_name,lc1_1,rm2b,inf1a_1,inf1a_2,inf1a_3,inf1a_4,inf1a_5
6840,CROSS RIVER,YAKURR,"LEKPANKOM, MKPANI",no,yes,no,no,yes,yes,yes
6841,CROSS RIVER,BAKASSI,IKOT INWANG,no,,no,no,no,no,no
6842,CROSS RIVER,CALABAR-MUNICIPAL,IKOT EKPO,no,,no,yes,no,no,yes
6843,CROSS RIVER,OGOJA,IDUM CENTRAL,yes,,no,no,yes,no,no
6844,CROSS RIVER,CALABAR SOUTH,EFUT AKAI MBUTU,yes,,no,no,no,no,no
6845,CROSS RIVER,CALABAR-MUNICIPAL,OTOP OTOP 11- NYAGHASANG,no,,no,no,no,no,no
6846,CROSS RIVER,ABI,EMIN EBOL,no,no,no,no,no,no,no
6847,CROSS RIVER,OBUDU,UDIGIE,yes,,no,yes,no,no,yes
6848,CROSS RIVER,BAKASSI,IKANG TOWN,no,,yes,no,yes,no,yes
6849,CROSS RIVER,OBUBRA,OGBESO,no,,no,no,no,no,no
6850,CROSS RIVER,AKPABUYO,IKOT ASUQUO UKUT,no,,no,no,no,yes,no
6851,CROSS RIVER,IKOM,ROKUKU BOKOMO,no,no,no,no,no,no,no
6852,CROSS RIVER,AKPABUYO,IKOT ASUQUO UKUT,yes,,no,no,no,no,no
6853,CROSS RIVER,OGOJA,IDUM CENTRAL,yes,,no,no,yes,no,no
6854,CROSS RIVER,CALABAR SOUTH,EFUT EKONDO II,no,no,no,no,no,no,no
6855,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,yes,,no,no,no,no,no
6856,CROSS RIVER,OBANLIKU,BAYANU,no,,no,yes,yes,no,no
6857,CROSS RIVER,BAKASSI,EFIAMBIET,no,,no,no,no,no,no
6858,CROSS RIVER,BIASE,IKOT EKPE,no,,no,no,no,no,no
6859,CROSS RIVER,YAKURR,"LEBOKOM, BIKO-BIKO, UGEP",yes,,no,no,no,no,yes
6860,CROSS RIVER,OBANLIKU,BELINGE,yes,,no,yes,yes,no,no
6861,CROSS RIVER,IKOM,NKARASI 2,yes,,no,no,no,no,no
6862,CROSS RIVER,IKOM,NKARASI 2,yes,,no,yes,yes,no,yes
6863,CROSS RIVER,IKOM,NKARASI 2,yes,,no,yes,yes,yes,no
6864,CROSS RIVER,IKOM,NKARASI 2,no,,no,no,no,no,no
6865,CROSS RIVER,BAKASSI,EFIAMBIET,no,,no,no,no,no,no
6866,CROSS RIVER,CALABAR SOUTH,EFFANGHA OFFIONG,no,no,no,no,no,no,no
6867,CROSS RIVER,CALABAR SOUTH,EFFANGHA OFFIONG,no,,no,no,no,no,no
6868,CROSS RIVER,CALABAR SOUTH,EFFANGHA OFFIONG,no,,no,no,no,no,no
6869,CROSS RIVER,CALABAR-MUNICIPAL,OTOP OTOP 11- NYAGHASANG,yes,no,no,yes,no,no,yes
6870,CROSS RIVER,OBUDU,UDIGIE,yes,,no,no,yes,yes,no
6871,CROSS RIVER,YAKURR,"LEBOKOM, BIKO-BIKO, UGEP",no,no,no,no,no,no,yes
6872,CROSS RIVER,YAKURR,"LEKPANKOM, MKPANI",no,no,no,no,no,no,yes
6873,CROSS RIVER,YAKURR,"LEKPANKOM, MKPANI",no,,no,no,yes,no,yes
6874,CROSS RIVER,YAKURR,UKANKANG IJOM UGEP,no,,no,no,no,no,no
6875,CROSS RIVER,YAKURR,UKANKANG IJOM UGEP,no,no,no,no,no,no,no
6876,CROSS RIVER,OGOJA,IDUM CENTRAL,no,,no,no,no,no,no
6877,CROSS RIVER,OGOJA,IDUM CENTRAL,yes,,no,no,yes,no,yes
6878,CROSS RIVER,ODUKPANI,NTAN OBU UKPE,no,,no,no,no,no,no
6879,CROSS RIVER,ODUKPANI,NTAN OBU UKPE,no,,no,no,no,no,no
6880,CROSS RIVER,OBUDU,MGBENEGE,yes,,no,no,no,yes,yes
6881,CROSS RIVER,OBUDU,BEBUA IZABI,yes,,yes,yes,yes,yes,no
6882,CROSS RIVER,OBUDU,UDIGIE,no,,no,no,yes,no,yes
6883,CROSS RIVER,OBUDU,MGBENEGE,no,,no,no,no,no,no
6884,CROSS RIVER,OBUBRA,ISOBO-OTAKA,no,,no,yes,no,no,no
6885,CROSS RIVER,OBUBRA,OGBESO,yes,no,no,no,yes,no,no
6886,CROSS RIVER,OBUBRA,OGBESO,no,,no,no,no,no,no
6887,CROSS RIVER,OBUBRA,OGBESO,no,no,no,no,yes,no,no
6888,CROSS RIVER,OBUBRA,IMABANA ITAMTET,no,,no,yes,no,no,no
6889,CROSS RIVER,OBUBRA,IMABANA ITAMTET,no,,no,no,yes,no,no
6890,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,no,,no,no,no,no,no
6891,CROSS RIVER,IKOM,ROKUKU BOKOMO,no,no,no,yes,no,yes,no
6892,CROSS RIVER,IKOM,ROKUKU BOKOMO,yes,no,no,no,no,no,no
6893,CROSS RIVER,ETUNG,ETOMI,yes,,no,no,no,no,no
6894,CROSS RIVER,CALABAR-MUNICIPAL,IKOT EKPO,no,,no,no,yes,no,yes
6895,CROSS RIVER,BIASE,IKOT EKPE,no,,no,no,no,no,no
6896,CROSS RIVER,CALABAR-MUNICIPAL,IKOT EKPO,yes,no,no,no,no,no,yes
6897,CROSS RIVER,CALABAR-MUNICIPAL,IKOT EKPO,yes,no,no,yes,no,no,yes
6898,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,yes,,no,no,no,no,no
6899,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,no,,no,no,no,no,no
6900,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,yes,,no,no,no,no,no
6901,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,no,,no,no,no,no,no
6902,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,no,no,no,no,yes,no,no
6903,CROSS RIVER,CALABAR SOUTH,EFUT EKONDO II,no,,no,no,no,no,yes
6904,CROSS RIVER,CALABAR SOUTH,EFUT EKONDO II,no,,no,yes,yes,no,yes
6905,CROSS RIVER,CALABAR SOUTH,EFUT EKONDO II,no,,no,no,no,no,yes
6906,CROSS RIVER,CALABAR SOUTH,EFUT AKAI MBUTU,no,no,no,no,no,no,no
6907,CROSS RIVER,CALABAR SOUTH,EFUT AKAI MBUTU,no,no,no,no,no,no,no
6908,CROSS RIVER,BOKI,KAKUBOK,no,,no,no,yes,no,no
6909,CROSS RIVER,OBUDU,BEBUA IZABI,no,,yes,no,yes,yes,no
6910,CROSS RIVER,BIASE,IKOT EKPE,no,,no,no,no,no,no
6911,CROSS RIVER,BIASE,IKOT EKPE,no,,no,no,no,no,no
6912,CROSS RIVER,BEKWARRA,ICHOGODO,yes,,no,yes,yes,no,no
6913,CROSS RIVER,BEKWARRA,UGBORO,no,,no,no,yes,no,no
6914,CROSS RIVER,ABI,AGBARA,no,,yes,yes,yes,yes,yes
6915,CROSS RIVER,AKPABUYO,IKOT ASUQUO UKUT,no,,no,no,no,no,no
6916,CROSS RIVER,BAKASSI,IKANG TOWN,yes,,no,no,no,no,no
6917,CROSS RIVER,BAKASSI,IKANG TOWN,yes,,no,no,yes,no,yes
6918,CROSS RIVER,BAKASSI,IKANG TOWN,no,no,no,no,no,no,no
6919,CROSS RIVER,BAKASSI,IKANG TOWN,yes,,no,no,no,no,no
6920,CROSS RIVER,BAKASSI,IKANG TOWN,yes,,yes,no,yes,no,yes
6921,CROSS RIVER,BOKI,OBUBRA-BANSAN,yes,,no,yes,no,no,yes
6922,CROSS RIVER,ABI,ANONG EZEKE,yes,,no,yes,no,no,no
6923,CROSS RIVER,ABI,ANONG EZEKE,yes,no,no,no,no,no,no
6924,CROSS RIVER,ABI,ANONG EZEKE,yes,no,yes,no,yes,no,no
6925,CROSS RIVER,ABI,ANONG EZEKE,no,,no,no,no,no,no
6926,CROSS RIVER,ABI,AGBARA,no,,no,yes,yes,no,no
6927,CROSS RIVER,ABI,EMIN EBOL,no,,no,no,no,no,no
6928,CROSS RIVER,OBUDU,UDIGIE,yes,,yes,yes,yes,no,yes
6929,CROSS RIVER,YAKURR,UKANKANG IJOM UGEP,no,no,no,no,yes,no,yes
6930,CROSS RIVER,OBUDU,MGBENEGE,yes,,yes,yes,yes,yes,yes
6931,CROSS RIVER,AKPABUYO,IKOT ASUQUO UKUT,yes,,no,no,no,no,yes
6932,CROSS RIVER,BEKWARRA,ICHOGODO,yes,,no,yes,yes,no,no
6933,CROSS RIVER,BIASE,IKOT EKPE,yes,no,no,no,no,no,no
6934,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,no,,no,no,no,no,no
6935,CROSS RIVER,AKPABUYO,IKOT ASUQUO UKUT,no,no,no,no,no,no,no
6936,CROSS RIVER,OGOJA,IDUM CENTRAL,yes,,no,no,yes,no,yes
6937,CROSS RIVER,OBUDU,MGBENEGE,no,,no,no,no,no,no
6938,CROSS RIVER,OBUDU,BEBUA IZABI,no,,no,yes,yes,no,yes
6939,CROSS RIVER,CALABAR SOUTH,EFFANGHA OFFIONG,no,,no,no,yes,no,no
6940,CROSS RIVER,BEKWARRA,ICHOGODO,yes,,no,yes,yes,no,yes
6941,CROSS RIVER,OBUDU,UDIGIE,yes,,no,no,no,no,yes
6942,CROSS RIVER,BOKI,BUTATONG,no,no,no,no,no,yes,no
6943,CROSS RIVER,ABI,ANONG EZEKE,no,,no,no,no,no,no
6944,CROSS RIVER,ABI,EMIN EBOL,no,no,no,no,no,no,no
6945,CROSS RIVER,OBUDU,BEBUA IZABI,yes,,yes,yes,yes,no,yes
6946,CROSS RIVER,ETUNG,AJASSOR,no,,no,no,yes,no,yes
6947,CROSS RIVER,CALABAR-MUNICIPAL,EBURUTU B.NYAHASANG. IKOT ANSA,no,,no,no,no,no,no
6948,CROSS RIVER,YAKURR,"LEBOKOM, BIKO-BIKO, UGEP",no,no,no,no,no,no,yes
6949,CROSS RIVER,YAKURR,UKANKANG IJOM UGEP,no,,no,no,no,no,no
6950,CROSS RIVER,BAKASSI,EFIAMBIET,no,,no,no,no,no,no
6951,CROSS RIVER,YAKURR,"LEBOKOM, BIKO-BIKO, UGEP",no,no,no,no,yes,yes,yes
6952,CROSS RIVER,BOKI,BUTATONG,no,,no,no,yes,yes,yes
6953,CROSS RIVER,BIASE,AKPARAVUNI,no,,no,no,no,yes,yes
6954,CROSS RIVER,YAKURR,UKANKANG IJOM UGEP,no,,no,no,yes,no,yes
6955,CROSS RIVER,BIASE,AKPARAVUNI,no,,no,no,no,yes,no
6956,CROSS RIVER,ODUKPANI,MBIABONG UKWA,yes,,no,no,yes,yes,no
6957,CROSS RIVER,CALABAR SOUTH,EFUT EKONDO II,yes,no,no,no,yes,no,yes
6958,CROSS RIVER,YAKURR,"LEBOKOM, BIKO-BIKO, UGEP",no,no,no,no,no,yes,yes
6959,CROSS RIVER,OBUDU,MGBENEGE,yes,,no,yes,yes,no,no
6960,CROSS RIVER,CALABAR SOUTH,EFUT AKAI MBUTU,no,,no,no,no,no,no
6961,CROSS RIVER,YAKURR,"LEKPANKOM, MKPANI",no,,no,no,yes,no,no
6962,CROSS RIVER,OBUDU,UDIGIE,no,,no,yes,yes,yes,yes
6963,CROSS RIVER,OBUBRA,IMABANA ITAMTET,no,,no,no,no,no,no
6964,CROSS RIVER,OBUDU,UDIGIE,no,,no,no,yes,no,no
6965,DELTA,UKWUANI,EBEDEI,no,,no,no,no,no,no
6966,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
6967,DELTA,UKWUANI,EBEDEI,no,,no,no,no,no,no
6968,DELTA,UGHELLI NORTH,UWHERU,no,,no,no,no,no,no
6969,DELTA,WARRI SOUTH,EGBOKODO,no,,no,no,no,no,no
6970,DELTA,ETHIOPE WEST,MOSOGAR,no,,no,no,no,no,no
6971,DELTA,NDOKWA WEST,OGBAGU-OGUME,no,,no,no,no,no,no
6972,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,no,no,no
6973,DELTA,OSHIMILI NORTH,OKPANAM,no,,no,no,no,no,no
6974,DELTA,OSHIMILI SOUTH,OZALA CAMP,no,,no,no,no,no,no
6975,DELTA,BURUTU,ORU GBENE,yes,,no,no,no,no,no
6976,DELTA,IKA SOUTH,AGBOR TOWN II,no,,no,no,no,no,no
6977,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,no,no,no
6978,DELTA,ISOKO SOUTH,ENHWE,no,,no,no,no,no,no
6979,DELTA,OSHIMILI SOUTH,OZALA CAMP,no,,no,no,no,no,no
6980,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
6981,DELTA,OKPE,UGBOKODO,no,,no,no,no,no,no
6982,DELTA,UGHELLI SOUTH,OTOR-EWU,no,,no,no,no,no,no
6983,DELTA,UDU,STEEL TOWN 1,no,,no,no,no,no,no
6984,DELTA,IKA NORTH EAST,UMUNEDE,no,,no,no,no,no,no
6985,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
6986,DELTA,PATANI,EKISE,no,,no,no,no,no,no
6987,DELTA,OSHIMILI SOUTH,OZALA CAMP,no,,no,no,no,no,no
6988,DELTA,ANIOCHA SOUTH,ISHEAGU,yes,,no,no,no,no,no
6989,DELTA,ANIOCHA NORTH,ONICHA-OLONA,no,,no,no,no,no,no
6990,DELTA,ETHIOPE EAST,OKPARA INLAND,no,,no,no,no,no,no
6991,DELTA,UGHELLI SOUTH,OTOR-EWU,no,,no,no,no,no,no
6992,DELTA,ANIOCHA SOUTH,ISHEAGU,no,,no,no,no,no,no
6993,DELTA,ANIOCHA NORTH,ONICHA-OLONA,no,,no,no,no,no,no
6994,DELTA,ISOKO NORTH,OYEDE,yes,,no,no,no,no,no
6995,DELTA,ETHIOPE EAST,OKPARA INLAND,no,,no,no,no,no,no
6996,DELTA,SAPELE,SAPELE,no,,no,no,no,no,no
6997,DELTA,UKWUANI,OBIARUKU 2,no,,no,no,no,no,no
6998,DELTA,UKWUANI,EBEDEI,no,,no,no,no,no,no
6999,DELTA,ISOKO SOUTH,IRRI,yes,,no,no,no,no,no
7000,DELTA,ANIOCHA NORTH,UBULUBU,no,,no,no,no,no,no
7001,DELTA,ISOKO NORTH,OYEDE,yes,,no,no,no,no,no
7002,DELTA,ANIOCHA SOUTH,ISHEAGU,yes,,no,no,no,no,no
7003,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
7004,DELTA,ETHIOPE EAST,OVU INLAND,no,,no,no,no,no,no
7005,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,no,no
7006,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
7007,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,no,no
7008,DELTA,IKA SOUTH,EWURU AGBOR,no,,no,no,no,no,no
7009,DELTA,UKWUANI,OBI-OBETI,yes,,no,no,no,no,no
7010,DELTA,UKWUANI,OBI-OBETI,no,,no,no,yes,no,no
7011,DELTA,OKPE,OSUBI,no,,no,no,yes,no,no
7012,DELTA,UGHELLI SOUTH,OTOR-EWU,no,,no,no,yes,no,no
7013,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,yes,no
7014,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,no,no,no
7015,DELTA,IKA NORTH EAST,UMUNEDE,yes,,no,no,yes,no,no
7016,DELTA,ISOKO SOUTH,ENHWE,no,,no,no,no,yes,no
7017,DELTA,ETHIOPE EAST,OVU INLAND,no,,no,no,no,yes,no
7018,DELTA,BOMADI,AKUGBENE,yes,,no,no,no,yes,no
7019,DELTA,IKA SOUTH,EWURU AGBOR,yes,,no,no,yes,yes,no
7020,DELTA,WARRI SOUTH,EGBOKODO,no,,no,no,yes,no,no
7021,DELTA,BURUTU,ORU GBENE,no,,no,no,yes,no,no
7022,DELTA,UKWUANI,EBEDEI,yes,,yes,no,no,no,no
7023,DELTA,ANIOCHA NORTH,UBULUBU,yes,,no,no,yes,yes,no
7024,DELTA,IKA NORTH EAST,UMUNEDE,yes,,no,no,yes,yes,no
7025,DELTA,ANIOCHA NORTH,UBULUBU,yes,,no,no,yes,yes,no
7026,DELTA,OSHIMILI SOUTH,OZALA CAMP,yes,,no,no,no,yes,no
7027,DELTA,OSHIMILI SOUTH,OZALA CAMP,no,,no,no,yes,no,no
7028,DELTA,UKWUANI,EBEDEI,no,,no,no,yes,no,no
7029,DELTA,ANIOCHA NORTH,ISSELE-AZAGBA,no,,no,no,yes,no,no
7030,DELTA,IKA NORTH EAST,IGBODO,yes,,no,no,yes,no,no
7031,DELTA,NDOKWA WEST,OGBAGU-OGUME,no,,no,no,yes,no,no
7032,DELTA,UKWUANI,OBI-OBETI,yes,,no,no,yes,no,no
7033,DELTA,ANIOCHA SOUTH,OGWASHI-UKU,no,no,no,no,yes,no,no
7034,DELTA,IKA NORTH EAST,UMUNEDE,yes,,no,no,yes,no,no
7035,DELTA,OKPE,OSUBI,no,,no,no,yes,no,no
7036,DELTA,NDOKWA WEST,OGBE-ANI UTAGBA- OGBE,no,,no,no,no,no,no
7037,DELTA,ANIOCHA NORTH,UBULUBU,yes,,no,no,yes,yes,no
7038,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
7039,DELTA,BURUTU,EKO GBENE,no,,no,no,no,yes,no
7040,DELTA,IKA NORTH EAST,IGBODO,yes,,no,no,yes,no,no
7041,DELTA,PATANI,EKISE,yes,,no,yes,no,no,no
7042,DELTA,OSHIMILI SOUTH,OZALA CAMP,yes,,no,no,no,no,no
7043,DELTA,IKA NORTH EAST,UMUNEDE,yes,,no,no,no,no,no
7044,DELTA,BURUTU,EKO GBENE,yes,,no,no,no,yes,no
7045,DELTA,ISOKO NORTH,OYEDE,no,,no,no,no,no,no
7046,DELTA,UGHELLI NORTH,UWHERU,yes,no,no,no,no,yes,no
7047,DELTA,WARRI NORTH,KOKO,no,,no,no,no,no,no
7048,DELTA,BURUTU,ORU GBENE,yes,,no,no,no,no,no
7049,DELTA,UGHELLI SOUTH,OTOR-EWU,yes,,no,no,no,no,no
7050,DELTA,ANIOCHA NORTH,ONICHA-OLONA,no,,no,no,no,yes,no
7051,DELTA,NDOKWA WEST,OGBE-ANI UTAGBA- OGBE,no,,no,no,no,no,no
7052,DELTA,ETHIOPE EAST,OVU INLAND,no,,yes,no,no,no,no
7053,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
7054,DELTA,ISOKO SOUTH,ENHWE,yes,,no,no,no,yes,no
7055,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,no,no
7056,DELTA,ISOKO SOUTH,IRRI,no,,no,no,no,no,no
7057,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,yes,no,no,no,no
7058,DELTA,IKA SOUTH,EWURU AGBOR,yes,,no,no,no,no,no
7059,DELTA,IKA SOUTH,EWURU AGBOR,yes,,yes,no,no,yes,no
7060,DELTA,ISOKO NORTH,OYEDE,no,,no,no,no,no,no
7061,DELTA,BOMADI,AKUGBENE,yes,,no,no,no,no,no
7062,DELTA,ISOKO NORTH,OTOR-IYEDE,yes,,no,no,no,no,no
7063,DELTA,SAPELE,SAPELE,no,,no,no,no,no,no
7064,DELTA,IKA NORTH EAST,IGBODO,no,,no,no,no,no,no
7065,DELTA,ETHIOPE WEST,MOSOGAR,no,,no,no,no,yes,no
7066,DELTA,ISOKO NORTH,OTOR-IYEDE,yes,,no,no,no,no,no
7067,DELTA,ETHIOPE EAST,OKPARA INLAND,yes,,no,no,no,no,no
7068,DELTA,ETHIOPE WEST,MOSOGAR,no,no,no,no,no,no,no
7069,DELTA,ETHIOPE WEST,MOSOGAR,no,,no,no,no,yes,no
7070,DELTA,IKA NORTH EAST,IGBODO,yes,,no,no,no,no,no
7071,DELTA,PATANI,EKISE,no,,no,no,no,no,no
7072,DELTA,ISOKO NORTH,OTOR-IYEDE,yes,,no,no,no,no,no
7073,DELTA,ANIOCHA NORTH,ISSELE-AZAGBA,no,,no,no,no,yes,no
7074,DELTA,ANIOCHA NORTH,ONICHA-OLONA,yes,,no,no,yes,no,no
7075,DELTA,ANIOCHA SOUTH,ISHEAGU,no,,no,no,no,no,no
7076,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,no,no,no
7077,DELTA,UKWUANI,OBIARUKU 2,no,,no,no,no,no,no
7078,DELTA,WARRI SOUTH,WARRI,no,,no,no,no,yes,no
7079,DELTA,NDOKWA WEST,OGBAGU-OGUME,no,,no,no,no,no,no
7080,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,no,no
7081,DELTA,OKPE,OSUBI,no,,no,no,no,no,no
7082,DELTA,WARRI SOUTH,EGBOKODO,yes,,no,no,yes,no,no
7083,DELTA,BURUTU,EKO GBENE,yes,no,no,no,no,no,no
7084,DELTA,ANIOCHA NORTH,ISSELE-AZAGBA,yes,,no,no,yes,yes,no
7085,DELTA,IKA SOUTH,AGBOR TOWN II,yes,,no,no,no,no,no
7086,DELTA,BURUTU,ORU GBENE,no,,no,no,no,no,no
7087,DELTA,UGHELLI NORTH,UWHERU,no,,no,no,yes,no,no
7088,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,no,no
7089,DELTA,WARRI SOUTH,EGBOKODO,no,,no,no,no,no,no
7090,DELTA,UDU,OTOR-UDU,no,,no,no,no,no,no
7091,DELTA,BURUTU,EKO GBENE,yes,,no,no,no,no,no
7092,DELTA,UGHELLI NORTH,UWHERU,yes,,no,no,no,no,no
7093,DELTA,IKA SOUTH,AGBOR TOWN II,yes,,no,no,no,yes,no
7094,DELTA,UGHELLI NORTH,UWHERU,no,no,no,no,no,no,no
7095,DELTA,UGHELLI NORTH,UWHERU,no,,no,no,no,no,no
7096,DELTA,BOMADI,AKUGBENE,no,,no,no,no,no,no
7097,DELTA,UGHELLI NORTH,EKIUGBO UGHELLI,no,no,no,no,no,no,no
7098,DELTA,BURUTU,EKO GBENE,no,,no,no,no,no,no
7099,DELTA,UGHELLI SOUTH,OTOR-EWU,no,,no,no,no,no,no
7100,DELTA,PATANI,TAWARE,yes,,no,no,no,no,no
7101,DELTA,UKWUANI,OBIARUKU 2,no,,no,no,no,no,no
7102,DELTA,PATANI,EKISE,yes,,no,no,no,no,no
7103,DELTA,UGHELLI NORTH,UWHERU,no,,no,no,no,no,no
7104,DELTA,OSHIMILI SOUTH,OZALA CAMP,no,,no,no,no,no,no
7105,DELTA,UGHELLI NORTH,UWHERU,yes,no,no,no,no,yes,no
7106,DELTA,NDOKWA WEST,OGBAGU-OGUME,no,,no,no,no,no,no
7107,DELTA,ANIOCHA NORTH,UBULUBU,yes,,no,no,yes,yes,no
7108,DELTA,ANIOCHA SOUTH,OGWASHI-UKU,no,,no,no,no,no,no
7109,DELTA,ISOKO NORTH,OYEDE,no,,no,no,no,no,no
7110,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,no,no,no
7111,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,no,no,no
7112,DELTA,ISOKO SOUTH,IRRI,no,,no,no,no,no,no
7113,DELTA,ANIOCHA NORTH,UBULUBU,yes,,no,no,yes,yes,no
7114,DELTA,NDOKWA WEST,OGBAGU-OGUME,no,,no,no,no,no,no
7115,DELTA,ANIOCHA NORTH,ONICHA-OLONA,no,,no,no,no,no,yes
7116,DELTA,ISOKO NORTH,OTOR-IYEDE,no,,no,no,yes,yes,no
7117,DELTA,IKA NORTH EAST,UMUNEDE,no,,no,no,no,no,no
7118,DELTA,UKWUANI,OBIARUKU 2,no,,no,no,no,yes,no
7119,DELTA,OSHIMILI SOUTH,OSMILI-NTA CAMP,yes,,no,yes,no,no,no
7120,DELTA,ISOKO NORTH,OYEDE,no,,no,no,no,no,no
7121,DELTA,BURUTU,EKO GBENE,yes,,no,no,yes,yes,no
7122,DELTA,SAPELE,AJOMATA-ELUME,no,,no,no,no,yes,no
7123,DELTA,UKWUANI,EBEDEI,yes,,yes,no,no,no,no
7124,DELTA,ISOKO NORTH,OYEDE,no,,no,no,no,no,no
7125,DELTA,UDU,OTOR-UDU,no,,no,no,no,no,no
7126,DELTA,WARRI SOUTH,EGBOKODO,no,,no,no,yes,no,no
7127,DELTA,UGHELLI NORTH,EKIUGBO UGHELLI,yes,no,no,no,no,yes,no
7128,DELTA,PATANI,EKISE,no,,no,no,yes,no,no
7129,DELTA,UDU,OTOR-UDU,no,,no,no,no,no,no
7130,DELTA,PATANI,EKISE,yes,,no,yes,no,no,no
7131,DELTA,UKWUANI,OBI-OBETI,no,,no,no,yes,no,no
7132,DELTA,IKA SOUTH,EWURU AGBOR,yes,,no,no,no,no,no
7133,DELTA,IKA NORTH EAST,UMUNEDE,yes,,no,no,no,no,no
7134,DELTA,ANIOCHA NORTH,ONICHA-OLONA,no,,no,no,no,no,no
7135,DELTA,SAPELE,SAPELE,yes,no,no,no,no,no,no
7136,DELTA,NDOKWA WEST,OGBAGU-OGUME,no,,no,no,no,no,no
7137,DELTA,OSHIMILI SOUTH,OSMILI-NTA CAMP,no,,no,no,no,no,no
7138,DELTA,SAPELE,SAPELE,yes,,no,no,no,no,no
7139,DELTA,ETHIOPE EAST,URHUOVIE,no,,no,no,no,no,no
7140,DELTA,WARRI SOUTH,EGBOKODO,yes,,no,no,no,no,no
7141,DELTA,ANIOCHA NORTH,ONICHA-OLONA,yes,,no,no,no,no,no
7142,DELTA,WARRI SOUTH,EGBOKODO,no,,no,no,no,no,no
7143,DELTA,ETHIOPE EAST,URHUOVIE,yes,,no,no,no,yes,no
7144,DELTA,NDOKWA WEST,OGBE-ANI UTAGBA- OGBE,no,,no,no,no,no,no
7145,DELTA,IKA NORTH EAST,IGBODO,yes,,no,no,yes,no,no
7146,DELTA,ANIOCHA SOUTH,ISHEAGU,no,,no,no,no,no,no
7147,DELTA,ISOKO SOUTH,ENHWE,no,,no,no,no,yes,no
7148,DELTA,ANIOCHA SOUTH,ISHEAGU,no,,no,no,no,no,no
7149,DELTA,ETHIOPE EAST,URHUOVIE,no,,no,no,no,no,no
7150,DELTA,ETHIOPE WEST,MOSOGAR,no,,no,no,no,yes,no
7151,DELTA,SAPELE,SAPELE,yes,,no,no,no,yes,no
7152,DELTA,PATANI,EKISE,yes,,no,no,yes,no,no
7153,DELTA,WARRI SOUTH,WARRI,no,,no,no,no,yes,no
7154,DELTA,UGHELLI SOUTH,OTOR-EWU,no,,no,no,no,yes,no
7155,DELTA,ISOKO SOUTH,ENHWE,no,,no,no,no,no,no
7156,DELTA,IKA SOUTH,EWURU AGBOR,yes,,yes,no,no,yes,no
7157,DELTA,BOMADI,AKUGBENE,no,,no,no,no,no,no
7158,DELTA,ISOKO SOUTH,ENHWE,no,,no,no,no,no,no
7159,DELTA,ANIOCHA NORTH,ISSELE-AZAGBA,no,,no,no,no,yes,no
7160,DELTA,ISOKO SOUTH,ENHWE,no,,no,no,no,yes,no
7161,DELTA,BOMADI,AKUGBENE,no,,no,no,no,yes,no
7162,DELTA,UGHELLI NORTH,UWHERU,no,,no,no,no,no,no
7163,DELTA,BOMADI,AKUGBENE,no,no,no,no,no,yes,no
7164,DELTA,OSHIMILI SOUTH,ASABA,no,,yes,no,no,no,no
7165,DELTA,PATANI,EKISE,no,,no,no,no,no,no
7166,DELTA,SAPELE,OKIRIGHWRE,no,,no,no,no,no,no
7167,DELTA,WARRI NORTH,KOKO,no,,no,no,no,no,no
7168,DELTA,UDU,STEEL TOWN 1,no,,no,no,no,no,no
7169,DELTA,ETHIOPE WEST,JESSE,no,no,no,no,no,yes,no
