,state,lga_name,locality_name,lc1_1,rm2b,inf1a_1,inf1a_2,inf1a_3,inf1a_4,inf1a_5
0,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
1,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
2,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
3,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
4,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
5,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
6,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
7,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
8,ABIA,UGWUNAGHO,AMAUZU,no,,no,no,no,no,no
9,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
10,ABIA,ISUIKWUATO,MGBELU UMUNNEKWU,no,,no,no,no,no,no
11,ABIA,BENDE,OKOPEDI,no,no,no,no,no,no,no
12,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
13,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,no,no,no
14,ABIA,UMUAHIA NORTH,UMUAGU,no,,no,no,no,no,no
15,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
16,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
17,ABIA,UMUAHIA NORTH,UMUAGU,no,,no,no,no,no,no
18,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
19,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
20,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
21,ABIA,UKWA EAST,OHANDU,no,,no,no,no,no,no
22,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
23,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
24,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
25,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
26,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
27,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
28,ABIA,IKWUANO,ARIAM ELU ELU,no,,no,no,no,no,no
29,ABIA,AROCHUKWU,OHOMJA,no,,no,no,no,no,no
30,ABIA,UMUAHIA NORTH,WORLD BANK HOUSING ESTATE,no,,no,no,no,no,no
31,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
32,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
33,ABIA,UGWUNAGHO,AMAUZU,no,,no,no,no,no,no
34,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
35,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
36,ABIA,AROCHUKWU,OHOMJA,no,,no,no,no,no,no
37,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
38,ABIA,AROCHUKWU,OKPO,no,,no,no,no,no,no
39,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
40,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
41,ABIA,UMUAHIA NORTH,UMUAJIJI ISIEKE,no,,no,no,no,no,no
42,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
43,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
44,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,no,no,no
45,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
46,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
47,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
48,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
49,ABIA,AROCHUKWU,OHOMJA,no,,no,no,no,no,no
50,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,no,no
51,ABIA,BENDE,OKOPEDI,no,,no,no,no,no,no
52,ABIA,IKWUANO,ARIAM ELU ELU,no,,no,no,no,no,no
53,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
54,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
55,ABIA,ISUIKWUATO,MGBELU UMUNNEKWU,no,,no,no,no,no,no
56,ABIA,OSISIOMA NGWA,ALAOMA,no,,no,no,no,no,no
57,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,no,no
58,ABIA,OSISIOMA NGWA,ALAOMA,no,,no,no,no,no,no
59,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
60,ABIA,AROCHUKWU,UMUZOMGBO,no,,no,no,no,no,no
61,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
62,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
63,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
64,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,no,no
65,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
66,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
67,ABIA,ISUIKWUATO,MGBELU UMUNNEKWU,no,,no,no,no,no,no
68,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
69,ABIA,ISIALA-NGWA NORTH,NTIGHA UMUKALU,no,,no,no,no,no,no
70,ABIA,ISUIKWUATO,OBUNAEBEREAJA ELUAMA,no,,no,no,no,no,no
71,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
72,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
73,ABIA,UMUAHIA NORTH,UMUAJIJI ISIEKE,no,,no,no,no,no,no
74,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
75,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
76,ABIA,UKWA WEST,UMUDIOBIA,no,,no,no,no,no,no
77,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
78,ABIA,AROCHUKWU,OKPO,no,,no,no,no,no,no
79,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
80,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
81,ABIA,ISIALA-NGWA NORTH,NTIGHA UMUKALU,no,,no,no,no,no,no
82,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
83,ABIA,UGWUNAGHO,AMAUZU,no,,no,no,no,no,no
84,ABIA,UMUAHIA NORTH,UMUAJIJI ISIEKE,no,,no,no,no,no,no
85,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
86,ABIA,UMU-NNEOCHI,OBOHIA LOMARA,no,,no,no,no,no,no
87,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
88,ABIA,ABA NORTH,ASAOKPULOR,no,no,no,no,no,no,no
89,ABIA,ABA NORTH,ASAOKPULOR,no,,no,no,no,no,no
90,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
91,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
92,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
93,ABIA,ISIALA-NGWA NORTH,UMUODE,no,,no,no,no,no,no
94,ABIA,ISUIKWUATO,OBUNAEBEREAJA ELUAMA,no,,no,no,no,no,no
95,ABIA,UKWA EAST,OHANDU,no,,no,no,no,no,no
96,ABIA,ISIALA-NGWA NORTH,UMUODE,no,,no,no,no,no,no
97,ABIA,UKWA WEST,UMUIKU,no,,no,no,no,no,no
98,ABIA,ISIALA-NGWA NORTH,UMUODE,no,,no,no,no,no,no
99,ABIA,ISUIKWUATO,MGBELU UMUNNEKWU,no,,no,no,no,no,no
100,ABIA,UGWUNAGHO,AMAUZU,no,,no,no,no,no,no
101,ABIA,AROCHUKWU,OHOMJA,no,,no,no,no,no,no
102,ABIA,AROCHUKWU,OHOMJA,no,,no,no,no,no,no
103,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
104,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
105,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
106,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
107,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
108,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
109,ABIA,UMU-NNEOCHI,OBOHIA LOMARA,no,,no,no,no,no,no
110,ABIA,UKWA WEST,UMUDIOBIA,no,,no,no,no,no,no
111,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
112,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
113,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
114,ABIA,UKWA EAST,OHANDU,yes,,no,no,no,no,no
115,ABIA,UGWUNAGHO,UMUBAGHI,no,,no,no,no,no,no
116,ABIA,UKWA EAST,AKIRIKA UKU,yes,,no,no,no,no,no
117,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
118,ABIA,UGWUNAGHO,UMUBAGHI,no,,no,no,no,no,no
119,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,no,no,no
120,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
121,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
122,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
123,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
124,ABIA,ISUIKWUATO,OBUNAEBEREAJA ELUAMA,no,,no,no,no,no,no
125,ABIA,ISUIKWUATO,OBUNAEBEREAJA ELUAMA,no,,no,no,no,no,no
126,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
127,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
128,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
129,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
130,ABIA,AROCHUKWU,UMUZOMGBO,no,,no,no,no,no,no
131,ABIA,ISIALA-NGWA NORTH,NTIGHA UMUKALU,no,,no,no,no,no,no
132,ABIA,IKWUANO,ARIAM ELU ELU,no,,no,no,no,no,no
133,ABIA,IKWUANO,OBONI,no,,no,no,no,no,no
134,ABIA,AROCHUKWU,OKPO,no,,no,no,no,no,no
135,ABIA,ABA SOUTH,UMUOGELE,no,,no,no,no,no,no
136,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,no,no,no
137,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
138,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
139,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
140,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
141,ABIA,ABA SOUTH,ETITI OHAZU AMAUFURU,no,,no,no,no,no,no
142,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
143,ABIA,UKWA WEST,UMUDIOBIA,no,,no,no,no,no,no
144,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
145,ABIA,UMU-NNEOCHI,AMAKPOKE,no,,no,no,no,no,no
146,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,no,no,no
147,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
148,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
149,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
150,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
151,ABIA,AROCHUKWU,OHOMJA,no,,no,no,no,no,no
152,ABIA,ISUIKWUATO,OBUNAEBEREAJA ELUAMA,no,,no,no,no,no,no
153,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,no,no,no
154,ABIA,IKWUANO,OBONI,no,,no,no,no,no,no
155,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
156,ABIA,IKWUANO,OBONI,no,,no,no,no,no,no
157,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
158,ABIA,UGWUNAGHO,UMUBAGHI,no,,no,no,no,no,no
159,ABIA,AROCHUKWU,OKPO,no,,no,no,no,no,no
160,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
161,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
162,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
163,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
164,ABIA,ISIALA-NGWA NORTH,UMUODE,no,,no,no,no,no,no
165,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
166,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
167,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
168,ABIA,UKWA WEST,UMUIKU,no,,no,no,no,no,no
169,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
170,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
171,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
172,ABIA,UGWUNAGHO,UMUONYEULO OBEAJA,no,,no,no,no,no,no
173,ABIA,UMU-NNEOCHI,OBOHIA LOMARA,no,no,no,no,no,no,no
174,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
175,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
176,ABIA,UMU-NNEOCHI,OBOHIA LOMARA,no,,no,no,no,no,no
177,ABIA,UMUAHIA NORTH,UMUAGU,no,,no,no,no,no,no
178,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,no,no
179,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
180,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
181,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
182,ABIA,UMUAHIA NORTH,WORLD BANK HOUSING ESTATE,no,,no,no,no,no,no
183,ABIA,UMU-NNEOCHI,OBOHIA LOMARA,no,no,no,no,no,no,no
184,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
185,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
186,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
187,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
188,ABIA,ABA SOUTH,ETITI OHAZU AMAUFURU,no,,no,no,no,no,no
189,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,no,no,no
190,ABIA,UKWA WEST,UMUIKU,no,,no,no,no,no,no
191,ABIA,ISUIKWUATO,OBUNAEBEREAJA ELUAMA,no,,no,no,no,no,no
192,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,no,no,no
193,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
194,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,no,no,no
195,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,yes,no,no
196,ABIA,UMUAHIA NORTH,UMUAJIJI ISIEKE,no,,no,no,no,yes,no
197,ABIA,UKWA EAST,IKWUORIE,no,,no,no,yes,no,no
198,ABIA,OBI NGWA,ISIALA ONICHA NGWA,no,,no,no,yes,no,no
199,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,yes,no,no
200,ABIA,AROCHUKWU,EZIAMA,no,,no,no,yes,no,no
201,ABIA,BENDE,OKOPEDI,no,,no,no,yes,no,no
202,ABIA,UGWUNAGHO,AMAUZU,no,,no,no,yes,yes,no
203,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,yes,no,yes
204,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
205,ABIA,UKWA EAST,OHANDU,no,,no,no,no,no,no
206,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,yes,no,no,no
207,ABIA,IKWUANO,ARIAM ELU ELU,no,,no,no,yes,no,no
208,ABIA,AROCHUKWU,OKPO,no,,no,no,no,no,no
209,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,yes,no,no
210,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
211,ABIA,UKWA EAST,OHANDU,no,,no,no,yes,no,no
212,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,no,no,no
213,ABIA,UGWUNAGHO,UMUONYEULO OBEAJA,no,,no,no,yes,no,no
214,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,yes,no,no
215,ABIA,UKWA WEST,UMUIKU,no,,no,no,no,yes,no
216,ABIA,UGWUNAGHO,UMUONYEULO OBEAJA,no,,no,no,yes,yes,no
217,ABIA,UGWUNAGHO,AMAUZU,no,,no,no,yes,yes,no
218,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,yes,no,no,no,no
219,ABIA,UKWA EAST,OHANDU,no,,no,no,no,yes,no
220,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,yes,no,no
221,ABIA,ISIALA-NGWA SOUTH,UMUAWA,yes,,no,no,yes,no,no
222,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,yes,no,no
223,ABIA,UKWA EAST,OHANDU,no,,no,no,yes,no,no
224,ABIA,IKWUANO,AHABA OLOKO,no,,no,no,yes,no,no
225,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,no,no,no
226,ABIA,BENDE,AMAKWU,no,,no,no,no,no,no
227,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,no,yes
228,ABIA,ABA SOUTH,UMUOGELE,no,,no,no,no,yes,no
229,ABIA,AROCHUKWU,EZIAMA,no,,no,no,yes,no,no
230,ABIA,UGWUNAGHO,UMUONYEULO OBEAJA,no,,no,no,no,no,yes
231,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,yes,no,no
232,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,yes,no,no
233,ABIA,UKWA WEST,UMUIKU,no,,no,no,no,yes,no
234,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,yes,no,no
235,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,yes,no
236,ABIA,UKWA EAST,OHANDU,yes,,no,no,yes,no,no
237,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,yes,no,no
238,ABIA,UKWA WEST,UMUIKU,no,,no,no,yes,no,yes
239,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,no,no,no,yes,no,no
240,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
241,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,yes,no,no
242,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
243,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
244,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
245,ABIA,ISIALA-NGWA NORTH,NTIGHA UMUKALU,no,,no,no,no,no,no
246,ABIA,UGWUNAGHO,UMUONYEULO OBEAJA,no,,no,no,no,no,no
247,ABIA,AROCHUKWU,UMUZOMGBO,no,,no,no,no,no,no
248,ABIA,UMUAHIA NORTH,WORLD BANK HOUSING ESTATE,yes,,no,no,no,no,no
249,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,no,no,no
250,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
251,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
252,ABIA,UMUAHIA NORTH,WORLD BANK HOUSING ESTATE,no,,no,no,no,no,no
253,ABIA,AROCHUKWU,EZIAMA,no,,no,no,no,no,no
254,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,yes,no,no
255,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,yes,no,no
256,ABIA,BENDE,OKOPEDI,no,,no,no,no,no,no
257,ABIA,BENDE,OKPOROENYI,no,,no,no,no,no,no
258,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
259,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,no,no,no
260,ABIA,UKWA WEST,UMUIKU,yes,,no,no,yes,no,no
261,ABIA,UMU-NNEOCHI,UMUEHIHE,no,,no,no,no,no,no
262,ABIA,BENDE,OKPOROENYI,no,,no,no,yes,no,no
263,ABIA,UGWUNAGHO,AMAUZU,no,,yes,no,no,no,no
264,ABIA,ABA SOUTH,ETITI OHAZU AMAUFURU,no,,no,no,no,no,no
265,ABIA,BENDE,OKOPEDI,no,,no,no,yes,no,no
266,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,no
267,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,yes,no,no
268,ABIA,UKWA WEST,UMUDIOBIA,no,,no,no,no,no,no
269,ABIA,IKWUANO,ARIAM ELU ELU,no,,no,no,no,no,no
270,ABIA,UMUAHIA NORTH,UMUAGU,no,,no,no,no,no,no
271,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,yes,no,no
272,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
273,ABIA,ISUIKWUATO,MGBELU UMUNNEKWU,no,,no,no,no,no,no
274,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,yes,no,no
275,ABIA,ISUIKWUATO,MGBELU UMUNNEKWU,no,,no,no,no,no,no
276,ABIA,UKWA WEST,UMUIKU,no,,no,no,no,no,no
277,ABIA,BENDE,OKPOROENYI,no,,no,no,yes,no,no
278,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
279,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,no,no,yes
280,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,yes,no,no
281,ABIA,BENDE,OKOPEDI,no,,no,no,yes,no,no
282,ABIA,UGWUNAGHO,UMUBAGHI,no,,no,no,no,no,no
283,ABIA,BENDE,OKPOROENYI,no,no,no,no,no,no,no
284,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
285,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
286,ABIA,AROCHUKWU,OKPO,no,,no,no,yes,no,no
287,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
288,ABIA,IKWUANO,OBONI,no,,no,no,no,no,no
289,ABIA,AROCHUKWU,UMUZOMGBO,no,,no,no,no,no,no
290,ABIA,UMUAHIA SOUTH,UMUORAM OHIYA,no,,no,no,no,no,no
291,ABIA,BENDE,OKPOROENYI,no,,no,no,no,no,no
292,ABIA,OHAFIA,AMAOGUDU ABIRIBA,no,,no,no,yes,no,no
293,ABIA,UGWUNAGHO,UMUONYEULO OBEAJA,no,,no,no,no,no,no
294,ABIA,UKWA WEST,UMUIKU,yes,,no,no,yes,no,no
295,ABIA,UKWA EAST,AKIRIKA UKU,yes,,no,no,no,no,no
296,ABIA,BENDE,OKOPEDI,no,,no,no,yes,no,no
297,ABIA,UKWA WEST,UMUDIOBIA,no,,no,no,no,no,no
298,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
299,ABIA,OHAFIA,UKWA NKPORO,no,,no,no,no,no,no
300,ABIA,UMUAHIA NORTH,UMUAGU,no,,no,no,no,no,no
301,ABIA,OBI NGWA,ISIALA ONICHA NGWA,no,,no,no,yes,no,no
302,ABIA,UKWA EAST,AKIRIKA UKU,no,,no,no,no,no,no
303,ABIA,UKWA EAST,IKWUORIE,no,,no,no,no,no,no
304,ABIA,BENDE,OKPOROENYI,no,,no,no,no,no,no
305,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
306,ABIA,BENDE,OKPOROENYI,no,,no,no,no,no,no
307,ABIA,OHAFIA,UKWA NKPORO,no,no,no,no,yes,no,no
308,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,yes,no,no
309,ABIA,UKWA WEST,UMUAGALABA,no,,no,no,no,no,no
310,ABIA,BENDE,OKOPEDI,no,,no,no,no,no,no
311,ABIA,ISIALA-NGWA NORTH,NTIGHA UMUKALU,no,,no,no,no,no,no
312,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
313,ABIA,BENDE,OKOPEDI,no,no,no,no,yes,no,no
314,ABIA,OSISIOMA NGWA,UMUOBILOHA,no,,no,no,yes,no,no
315,ABIA,OSISIOMA NGWA,ALAOMA,no,,no,no,no,no,no
316,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
317,ABIA,ISIALA-NGWA SOUTH,AMUOHA ISIEKETA,no,,no,no,yes,no,no
318,ABIA,ISIALA-NGWA SOUTH,UMUAWA,no,,no,no,yes,yes,yes
319,ABIA,ABA NORTH,UMUOLA OKPULOR,no,,no,no,yes,no,no
320,ABIA,ISIALA-NGWA SOUTH,UMUOJIMA EFERE,no,,no,no,no,no,no
321,ABIA,IKWUANO,UMUDIKE,no,,no,no,no,no,no
322,ABIA,OBI NGWA,ISIALA ONICHA NGWA,no,no,no,no,yes,no,no
323,ABIA,ABA SOUTH,ETITI OHAZU AMAUFURU,no,no,no,no,no,no,no
324,ABIA,IKWUANO,OBONI,no,,no,no,no,no,no
325,ABIA,UGWUNAGHO,UMUBAGHI,no,,no,no,no,no,no
326,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
327,ABIA,UMU-NNEOCHI,OBOHIA LOMARA,no,,no,no,no,no,no
328,ABIA,ISIALA-NGWA SOUTH,UMUACHA,no,,no,no,no,no,no
329,ABIA,AROCHUKWU,OHOMJA,no,no,no,no,no,no,no
330,ABIA,ISIALA-NGWA NORTH,UMUODE,no,,no,no,no,no,no
331,ABIA,UMUAHIA SOUTH,UMUIGWE AMAKAMA,no,,no,no,no,no,no
332,ABIA,OBI NGWA,ISIALA ONICHA NGWA,no,,no,no,yes,yes,yes
333,ABIA,UKWA EAST,OHANDU,no,,no,no,no,no,no
334,ABIA,IKWUANO,AHABA OLOKO,no,no,no,no,yes,no,no
335,ABIA,ISIALA-NGWA NORTH,NTIGHA UMUKALU,no,,no,no,no,no,no
336,ABIA,ISUIKWUATO,AGBONELU AHABA IMENYI,no,,no,no,no,no,no
337,ABIA,ABA NORTH,UMUOLA OKPULOR,no,no,no,no,no,no,no
338,ABIA,ABA SOUTH,ETITI OHAZU AMAUFURU,no,no,no,no,no,no,no
339,ABIA,OSISIOMA NGWA,NJIKO UMUNNA,no,,no,no,no,no,no
340,ABIA,OBI NGWA,UMUELENDU AHIABA MBU,no,,no,no,no,no,no
341,ABIA,AROCHUKWU,EZIAMA,no,,no,no,yes,no,no
342,ABIA,OBI NGWA,OWOAHIAFOR,no,,no,no,yes,no,no
